"idequivalence_relationship"	"equivalence_term"	"term_descritor_idterm_descritor"
"98294"	98771	"DFNB98"	17461
"98295"	98772	"MGC11251"	17461
"98296"	98773	"TSP-EAR"	17461
"98297"	98774	"TSPO"	17462
"98298"	98775	"translocator protein"	17462
"98299"	98776	"BZRP"	17462
"98300"	98777	"PBR"	17462
"98301"	98778	"MBR"	17462
"98302"	98779	"PKBS"	17462
"98303"	98780	"mDRC"	17462
"98304"	98781	"DBI"	17462
"98305"	98782	"IBP"	17462
"98306"	98783	"pk18"	17462
"98307"	98784	"peripheral-type benzodiazepine receptor/recognition site"	17462
"98308"	98785	"BPBS"	17462
"98309"	98787	"PTBR"	17462
"98310"	98788	"TSPO2"	17463
"98311"	98789	"translocator protein 2"	17463
"98312"	98790	"BZRPL1"	17463
"98313"	98791	"dJ34B21.2"	17463
"98314"	98792	"similar to RIKEN cDNA 2510027D20"	17463
"98315"	98793	"TSPOAP1"	17464
"98316"	98794	"TSPO associated protein 1"	17464
"98317"	98795	"BZRAP1"	17464
"98318"	98796	"PRAX-1"	17464
"98319"	98797	"KIAA0612"	17464
"98320"	98798	"RIM-BP1"	17464
"98321"	98799	"RIMBP1"	17464
"98322"	98800	"PBR-IP"	17464
"98323"	98801	"PRAX1"	17464
"98324"	98802	"TSPY1"	17465
"98325"	98803	"testis specific protein Y-linked 1"	17465
"98326"	98804	"TSPY"	17465
"98327"	98805	"CT78"	17465
"98328"	98806	"cancer/testis antigen 78"	17465
"98329"	98807	"DYS14"	17465
"98330"	98808	"pJA923"	17465
"98331"	98809	"TSPY2"	17466
"98332"	98810	"testis specific protein Y-linked 2"	17466
"98333"	98811	"TSPYQ1"	17466
"98334"	98812	"TSPY3"	17467
"98335"	98813	"testis specific protein Y-linked 3"	17467
"98336"	98814	"CT78"	17467
"98337"	98815	"TSPY4"	17468
"98338"	98816	"testis specific protein Y-linked 4"	17468
"98339"	98817	"TSPY10"	17468
"98340"	98818	"TSPY8"	17468
"98341"	98819	"TSPY8"	17469
"98342"	98820	"testis specific protein Y-linked 8"	17469
"98343"	98821	"TSPY10"	17470
"98344"	98822	"testis specific protein Y-linked 10"	17470
"98345"	98823	"TSPYL1"	17471
"98346"	98824	"TSPY like 1"	17471
"98347"	98825	"TSPYL"	17471
"98348"	98826	"TSPYL2"	17472
"98349"	98827	"TSPY like 2"	17472
"98350"	98828	"SE20-4"	17472
"98351"	98829	"HRIHFB2216"	17472
"98352"	98830	"CTCL"	17472
"98353"	98831	"DENTT"	17472
"98354"	98832	"CDA1"	17472
"98355"	98833	"CINAP"	17472
"98356"	98834	"TSPX"	17472
"98357"	98835	"NP79"	17472
"98358"	98836	"SE204"	17472
"98359"	98837	"TSPYL4"	17473
"98360"	98838	"TSPY like 4"	17473
"98361"	98839	"dJ486I3.2"	17473
"98362"	98840	"KIAA0721"	17473
"98363"	98841	"TSPYL5"	17474
"98364"	98842	"TSPY like 5"	17474
"98365"	98843	"KIAA1750"	17474
"98366"	98844	"Testis-specific Y-encoded-like protein 5"	17474
"98367"	98845	"TSPYL6"	17475
"98368"	98846	"TSPY like 6"	17475
"98369"	98847	"TSR1"	17476
"98370"	98848	"TSR1, ribosome maturation factor"	17476
"98371"	98849	"FLJ10534"	17476
"98372"	98850	"TSR2"	17477
"98373"	98851	"TSR2, ribosome maturation factor"	17477
"98374"	98852	"DT1P1A10"	17477
"98375"	98853	"RP1-112K5.2"	17477
"98376"	98854	"WGG1"	17477
"98377"	98855	"WGG motif containing 1"	17477
"98378"	98856	"DBA14"	17477
"98379"	98857	"TSR3"	17478
"98380"	98858	"TSR3, acp transferase ribosome maturation factor"	17478
"98381"	98859	"C16orf42"	17478
"98382"	98860	"MGC24381"	17478
"98383"	98861	"TSSC4"	17479
"98384"	98862	"tumor suppressing subtransferable candidate 4"	17479
"98385"	98863	"TSSK1B"	17480
"98386"	98864	"testis specific serine kinase 1B"	17480
"98387"	98865	"STK22D"	17480
"98388"	98866	"TSSK1"	17480
"98389"	98867	"SPOGA4"	17480
"98390"	98868	"FKSG81"	17480
"98391"	98869	"TSK1"	17480
"98392"	98870	"TSSK2"	17481
"98393"	98871	"testis specific serine kinase 2"	17481
"98394"	98872	"STK22B"	17481
"98395"	98873	"SPOGA2"	17481
"98396"	98874	"FLJ38613"	17481
"98397"	98875	"DGS-G"	17481
"98398"	98876	"TSK2"	17481
"98399"	98877	"TSSK3"	17482
"98400"	98878	"testis specific serine kinase 3"	17482
"98401"	98879	"STK22C"	17482
"98402"	98880	"SPOGA3"	17482
"98403"	98881	"STK22D"	17482
"98404"	98882	"TSK3"	17482
"98405"	98883	"TSSK4"	17483
"98406"	98884	"testis specific serine kinase 4"	17483
"98407"	98885	"C14orf20"	17483
"98408"	98886	"STK22E"	17483
"98409"	98887	"chromosome 14 open reading frame 20"	17483
"98410"	98888	"TSK-4"	17483
"98411"	98889	"TSK4"	17483
"98412"	98890	"TSSK5"	17483
"98413"	98891	"TSSK6"	17484
"98414"	98892	"testis specific serine kinase 6"	17484
"98415"	98893	"SSTK"	17484
"98416"	98894	"FLJ24002"	17484
"98417"	98895	"CT72"	17484
"98418"	98896	"cancer/testis antigen 72"	17484
"98419"	98897	"FKSG82"	17484
"98420"	98898	"TSSK4"	17484
"98421"	98899	"TST"	17485
"98422"	98900	"thiosulfate sulfurtransferase"	17485
"98423"	98901	"RDS"	17485
"98424"	98902	"rhodanese"	17485
"98425"	98903	"TSTA3"	17486
"98426"	98904	"tissue specific transplantation antigen P35B"	17486
"98427"	98905	"FX"	17486
"98428"	98906	"P35B"	17486
"98429"	98907	"SDR4E1"	17486
"98430"	98908	"short chain dehydrogenase/reductase family 4E, member 1"	17486
"98431"	98909	"GDP-L-fucose synthase"	17486
"98432"	98910	"TSTD1"	17487
"98433"	98911	"thiosulfate sulfurtransferase like domain containing 1"	17487
"98434"	98912	"KAT"	17487
"98435"	98913	"TST"	17487
"98436"	98914	"TSTD2"	17488
"98437"	98915	"thiosulfate sulfurtransferase like domain containing 2"	17488
"98438"	98916	"C9orf97"	17488
"98439"	98917	"PP4189"	17488
"98440"	98918	"rhodanese like domain containing 2"	17488
"98441"	98919	"TSTD3"	17489
"98442"	98920	"thiosulfate sulfurtransferase (rhodanese)-like domain containing 3"	17489
"98443"	98921	"TTBK1"	17490
"98444"	98922	"tau tubulin kinase 1"	17490
"98445"	98923	"KIAA1855"	17490
"98446"	98924	"BDTK"	17490
"98447"	98925	"TTBK2"	17491
"98448"	98926	"tau tubulin kinase 2"	17491
"98449"	98927	"SCA11"	17491
"98450"	98928	"KIAA0847"	17491
"98451"	98929	"TTBK"	17491
"98452"	98930	"TTC1"	17492
"98453"	98931	"tetratricopeptide repeat domain 1"	17492
"98454"	98932	"TPR1"	17492
"98455"	98933	"TTC3"	17493
"98456"	98934	"tetratricopeptide repeat domain 3"	17493
"98457"	98935	"TPRD"	17493
"98458"	98936	"TPRDI"	17493
"98459"	98937	"DCRR1"	17493
"98460"	98938	"TPRDII"	17493
"98461"	98939	"TPRDIII"	17493
"98462"	98940	"RNF105"	17493
"98463"	98941	"TTC4"	17494
"98464"	98942	"tetratricopeptide repeat domain 4"	17494
"98465"	98943	"MGC5097"	17494
"98466"	98944	"FLJ41930"	17494
"98467"	98945	"CNS1"	17494
"98468"	98946	"TTC5"	17495
"98469"	98947	"tetratricopeptide repeat domain 5"	17495
"98470"	98948	"Strap"	17495
"98471"	98949	"TTC6"	17496
"98472"	98950	"tetratricopeptide repeat domain 6"	17496
"98473"	98951	"NCRNA00291"	17496
"98474"	98952	"C14orf25"	17496
"98475"	98953	"TTC7A"	17497
"98476"	98954	"tetratricopeptide repeat domain 7A"	17497
"98477"	98955	"TTC7"	17497
"98478"	98956	"KIAA1140"	17497
"98479"	98957	"GIDID"	17497
"98480"	98958	"MINAT"	17497
"98481"	98959	"TTC7B"	17498
"98482"	98960	"tetratricopeptide repeat domain 7B"	17498
"98483"	98961	"TTC7L1"	17498
"98484"	98962	"c14_5685"	17498
"98485"	98963	"TTC8"	17499
"98486"	98964	"tetratricopeptide repeat domain 8"	17499
"98487"	98965	"BBS8"	17499
"98488"	98966	"RP51"	17499
"98489"	98967	"TTC9"	17500
"98490"	98968	"tetratricopeptide repeat domain 9"	17500
"98491"	98969	"KIAA0227"	17500
"98492"	98970	"TTC9A"	17500
"98493"	98971	"TTC9B"	17501
"98494"	98972	"tetratricopeptide repeat domain 9B"	17501
"98495"	98973	"FLJ30373"	17501
"98496"	98974	"TTC9C"	17502
"98497"	98975	"tetratricopeptide repeat domain 9C"	17502
"98498"	98976	"MGC29649"	17502
"98499"	98977	"TTC12"	17503
"98500"	98978	"tetratricopeptide repeat domain 12"	17503
"98501"	98979	"FLJ13859"	17503
"98502"	98980	"FLJ20535"	17503
"98503"	98981	"TPARM"	17503
"98504"	98982	"TTC13"	17504
"98505"	98983	"tetratricopeptide repeat domain 13"	17504
"98506"	98984	"FLJ22584"	17504
"98507"	98985	"TTC14"	17505
"98508"	98986	"tetratricopeptide repeat domain 14"	17505
"98509"	98987	"FLJ00166"	17505
"98510"	98988	"KIAA1980"	17505
"98511"	98989	"DRDL5813"	17505
"98512"	98990	"PRO19630"	17505
"98513"	98991	"TTC16"	17506
"98514"	98992	"tetratricopeptide repeat domain 16"	17506
"98515"	98993	"FLJ32780"	17506
"98516"	98994	"TTC17"	17507
"98517"	98995	"tetratricopeptide repeat domain 17"	17507
"98518"	98996	"FLJ10890"	17507
"98519"	98997	"TTC19"	17508
"98520"	98998	"tetratricopeptide repeat domain 19"	17508
"98521"	98999	"FLJ20343"	17508
"98522"	99000	"MGC19520"	17508
"98523"	99001	"2010204O13Rik"	17508
"98524"	99002	"MC3DN2"	17508
"98525"	99003	"TTC21A"	17509
"98526"	99004	"tetratricopeptide repeat domain 21A"	17509
"98527"	99005	"STI2"	17509
"98528"	99006	"IFT139A"	17509
"98529"	99007	"TTC21B"	17510
"98530"	99008	"tetratricopeptide repeat domain 21B"	17510
"98531"	99009	"FLJ11457"	17510
"98532"	99010	"JBTS11"	17510
"98533"	99011	"NPHP12"	17510
"98534"	99012	"IFT139B"	17510
"98535"	99013	"THM1"	17510
"98536"	99014	"ATD4"	17510
"98537"	99015	"IFT139"	17510
"98538"	99016	"Nbla10696"	17510
"98539"	99017	"SRTD4"	17510
"98540"	99018	"TTC22"	17511
"98541"	99019	"tetratricopeptide repeat domain 22"	17511
"98542"	99020	"FLJ20619"	17511
"98543"	99021	"TTC23"	17512
"98544"	99022	"tetratricopeptide repeat domain 23"	17512
"98545"	99023	"FLJ12572"	17512
"98546"	99024	"HCC-8"	17512
"98547"	99025	"TTC23L"	17513
"98548"	99026	"tetratricopeptide repeat domain 23 like"	17513
"98549"	99027	"FLJ25439"	17513
"98550"	99028	"MC25-1"	17513
"98551"	99029	"TTC24"	17514
"98552"	99030	"tetratricopeptide repeat domain 24"	17514
"98553"	99031	"TTC25"	17515
"98554"	99032	"tetratricopeptide repeat domain 25"	17515
"98555"	99033	"DKFZP434H0115"	17515
"98556"	99034	"TTC26"	17516
"98557"	99035	"tetratricopeptide repeat domain 26"	17516
"98558"	99036	"FLJ12571"	17516
"98559"	99037	"dyf-13"	17516
"98560"	99038	"DYF13"	17516
"98561"	99039	"IFT56"	17516
"98562"	99040	"TTC27"	17517
"98563"	99041	"tetratricopeptide repeat domain 27"	17517
"98564"	99042	"FLJ20272"	17517
"98565"	99043	"TTC28"	17518
"98566"	99044	"tetratricopeptide repeat domain 28"	17518
"98567"	99045	"KIAA1043"	17518
"98568"	99046	"TPRBK"	17518
"98569"	99047	"TTC29"	17519
"98570"	99048	"tetratricopeptide repeat domain 29"	17519
"98571"	99049	"NYD-SP14"	17519
"98572"	99050	"TBPP2A"	17519
"98573"	99051	"TTC30A"	17520
"98574"	99052	"tetratricopeptide repeat domain 30A"	17520
"98575"	99053	"FLJ13946"	17520
"98576"	99054	"IFT70A"	17520
"98577"	99055	"TTC30B"	17521
"98578"	99056	"tetratricopeptide repeat domain 30B"	17521
"98579"	99057	"FLJ30990"	17521
"98580"	99058	"fleer"	17521
"98581"	99059	"IFT70B"	17521
"98582"	99060	"IFT70"	17521
"98583"	99061	"TTC31"	17522
"98584"	99062	"tetratricopeptide repeat domain 31"	17522
"98585"	99063	"FLJ12788"	17522
"98586"	99064	"TTC32"	17523
"98587"	99065	"tetratricopeptide repeat domain 32"	17523
"98588"	99066	"TTC33"	17524
"98589"	99067	"tetratricopeptide repeat domain 33"	17524
"98590"	99068	"OSRF"	17524
"98591"	99069	"osmosis responsive factor"	17524
"98592"	99070	"TTC34"	17525
"98593"	99071	"tetratricopeptide repeat domain 34"	17525
"98594"	99072	"TTC36"	17526
"98595"	99073	"tetratricopeptide repeat domain 36"	17526
"98596"	99074	"HBP21"	17526
"98597"	99075	"HSP70 binding protein 21"	17526
"98598"	99076	"TTC37"	17527
"98599"	99077	"tetratricopeptide repeat domain 37"	17527
"98600"	99078	"KIAA0372"	17527
"98601"	99079	"THES"	17527
"98602"	99080	"thespin"	17527
"98603"	99081	"Ski3"	17527
"98604"	99082	"TTC38"	17528
"98605"	99083	"tetratricopeptide repeat domain 38"	17528
"98606"	99084	"FLJ20699"	17528
"98607"	99085	"LL22NC03-5H6.5"	17528
"98608"	99086	"TTC39A"	17529
"98609"	99087	"tetratricopeptide repeat domain 39A"	17529
"98610"	99088	"C1orf34"	17529
"98611"	99089	"KIAA0452"	17529
"98612"	99090	"DEME-6"	17529
"98613"	99091	"TTC39B"	17530
"98614"	99092	"tetratricopeptide repeat domain 39B"	17530
"98615"	99093	"C9orf52"	17530
"98616"	99094	"FLJ33868"	17530
"98617"	99095	"TTC39C"	17531
"98618"	99096	"tetratricopeptide repeat domain 39C"	17531
"98619"	99097	"C18orf17"	17531
"98620"	99098	"FLJ33761"	17531
"98621"	99099	"HsT2697"	17531
"98622"	99100	"TTF1"	17532
"98623"	99101	"transcription termination factor 1"	17532
"98624"	99102	"TTF-1"	17532
"98625"	99103	"TTF-I"	17532
"98626"	99104	"TTF2"	17533
"98627"	99105	"transcription termination factor 2"	17533
"98628"	99106	"HuF2"	17533
"98629"	99107	"ZGRF6"	17533
"98630"	99108	"zinc finger, GRF-type containing 6"	17533
"98631"	99109	"transcription release factor 2"	17533
"98632"	99110	"TTI1"	17534
"98633"	99111	"TELO2 interacting protein 1"	17534
"98634"	99112	"KIAA0406"	17534
"98635"	99113	"smg-10"	17534
"98636"	99114	"smg-10 homolog, nonsense mediated mRNA decay factor (C. elegans)"	17534
"98637"	99115	"TTI2"	17535
"98638"	99116	"TELO2 interacting protein 2"	17535
"98639"	99117	"C8orf41"	17535
"98640"	99118	"FLJ23263"	17535
"98641"	99119	"MRT39"	17535
"98642"	99120	"TTK"	17536
"98643"	99121	"TTK protein kinase"	17536
"98644"	99122	"MPS1"	17536
"98645"	99123	"MPS1L1"	17536
"98646"	99124	"CT96"	17536
"98647"	99125	"MPH1"	17536
"98648"	99126	"cancer/testis antigen 96"	17536
"98649"	99127	"monopolar spindle 1 kinase"	17536
"98650"	99128	"ESK"	17536
"98651"	99129	"PYT"	17536
"98652"	99130	"TTL"	17537
"98653"	99131	"tubulin tyrosine ligase"	17537
"98654"	99132	"MGC46235"	17537
"98655"	99133	"TTLL1"	17538
"98656"	99134	"tubulin tyrosine ligase like 1"	17538
"98657"	99135	"C22orf7"	17538
"98658"	99136	"HS323M22B"	17538
"98659"	99137	"TTLL2"	17539
"98660"	99138	"tubulin tyrosine ligase like 2"	17539
"98661"	99139	"C6orf104"	17539
"98662"	99140	"NYD-TSPG"	17539
"98663"	99141	"dJ366N23.3"	17539
"98664"	99142	"TTLL3"	17540
"98665"	99143	"tubulin tyrosine ligase like 3"	17540
"98666"	99144	"DKFZP434B103"	17540
"98667"	99145	"HOTTL"	17540
"98668"	99146	"TTLL4"	17541
"98669"	99147	"tubulin tyrosine ligase like 4"	17541
"98670"	99148	"KIAA0173"	17541
"98671"	99149	"TTLL5"	17542
"98672"	99150	"tubulin tyrosine ligase like 5"	17542
"98673"	99151	"KIAA0998"	17542
"98674"	99152	"CORD19"	17542
"98675"	99153	"STAMP"	17542
"98676"	99154	"TTLL6"	17543
"98677"	99155	"tubulin tyrosine ligase like 6"	17543
"98678"	99156	"FLJ35808"	17543
"98679"	99157	"TTL.6"	17543
"98680"	99158	"TTLL7"	17544
"98681"	99159	"tubulin tyrosine ligase like 7"	17544
"98682"	99160	"FLJ23033"	17544
"98683"	99161	"TTLL8"	17545
"98684"	99162	"tubulin tyrosine ligase like 8"	17545
"98685"	99163	"TTLL9"	17546
"98686"	99164	"tubulin tyrosine ligase like 9"	17546
"98687"	99165	"C20orf125"	17546
"98688"	99166	"dJ310O13.1"	17546
"98689"	99167	"TTLL10"	17547
"98690"	99168	"tubulin tyrosine ligase like 10"	17547
"98691"	99169	"TTLL5"	17547
"98692"	99170	"FLJ36119"	17547
"98693"	99171	"TTLL11"	17548
"98694"	99172	"tubulin tyrosine ligase like 11"	17548
"98695"	99173	"C9orf20"	17548
"98696"	99174	"bA244O19.1"	17548
"98697"	99175	"TTLL12"	17549
"98698"	99176	"tubulin tyrosine ligase like 12"	17549
"98699"	99177	"KIAA0153"	17549
"98700"	99178	"dJ526I14.2"	17549
"98701"	99179	"TTN"	17550
"98702"	99180	"titin"	17550
"98703"	99181	"CMD1G"	17550
"98704"	99182	"CMPD4"	17550
"98705"	99183	"FLJ32040"	17550
"98706"	99184	"TMD"	17550
"98707"	99185	"CMH9"	17550
"98708"	99186	"LGMD2J"	17550
"98709"	99187	"MYLK5"	17550
"98710"	99188	"EOMFC"	17550
"98711"	99189	"HMERF"	17550
"98712"	99190	"SALMY"	17550
"98713"	99191	"TTPA"	17551
"98714"	99192	"alpha tocopherol transfer protein"	17551
"98715"	99193	"AVED"	17551
"98716"	99194	"ATTP"	17551
"98717"	99195	"TTP1"	17551
"98718"	99196	"alphaTTP"	17551
"98719"	99197	"TTPAL"	17552
"98720"	99198	"alpha tocopherol transfer protein like"	17552
"98721"	99199	"C20orf121"	17552
"98722"	99200	"dJ179M20.3"	17552
"98723"	99201	"TTR"	17553
"98724"	99202	"transthyretin"	17553
"98725"	99203	"PALB"	17553
"98726"	99204	"CTS1"	17553
"98727"	99205	"HsT2651"	17553
"98728"	99206	"CTS"	17553
"98729"	99207	"ATTR"	17553
"98730"	99208	"HEL111"	17553
"98731"	99209	"TBPA"	17553
"98732"	99210	"TTYH1"	17554
"98733"	99211	"tweety family member 1"	17554
"98734"	99212	"TTYH2"	17555
"98735"	99213	"tweety family member 2"	17555
"98736"	99214	"C17orf29"	17555
"98737"	99215	"TTYH3"	17556
"98738"	99216	"tweety family member 3"	17556
"98739"	99217	"KIAA1691"	17556
"98740"	99218	"TUB"	17557
"98741"	99219	"tubby bipartite transcription factor"	17557
"98742"	99220	"rd5"	17557
"98743"	99221	"RDOB"	17557
"98744"	99222	"TUBA1A"	17558
"98745"	99223	"tubulin alpha 1a"	17558
"98746"	99224	"TUBA3"	17558
"98747"	99225	"B-ALPHA-1"	17558
"98748"	99226	"FLJ25113"	17558
"98749"	99227	"tubulin, alpha, brain-specific"	17558
"98750"	99228	"LIS3"	17558
"98751"	99229	"TUBA1B"	17559
"98752"	99230	"tubulin alpha 1b"	17559
"98753"	99231	"K-ALPHA-1"	17559
"98754"	99232	"tubulin, alpha, ubiquitous"	17559
"98755"	99233	"TUBA1C"	17560
"98756"	99234	"tubulin alpha 1c"	17560
"98757"	99235	"TUBA6"	17560
"98758"	99236	"MGC14580"	17560
"98759"	99237	"MGC10851"	17560
"98760"	99238	"bcm948"	17560
"98761"	99239	"TUBA3C"	17561
"98762"	99240	"tubulin alpha 3c"	17561
"98763"	99241	"TUBA2"	17561
"98764"	99242	"bA408E5.3"	17561
"98765"	99243	"TUBA3D"	17562
"98766"	99244	"tubulin alpha 3d"	17562
"98767"	99245	"H2-ALPHA"	17562
"98768"	99246	"alpha-tubulin isotype H2-alpha"	17562
"98769"	99247	"KTCN9"	17562
"98770"	99248	"TUBA3E"	17563
"98771"	99249	"tubulin alpha 3e"	17563
"98772"	99250	"TUBA4A"	17564
"98773"	99251	"tubulin alpha 4a"	17564
"98774"	99252	"TUBA1"	17564
"98775"	99253	"FLJ30169"	17564
"98776"	99254	"H2-ALPHA"	17564
"98777"	99255	"ALS22"	17564
"98778"	99256	"TUBA4B"	17565
"98779"	99257	"tubulin alpha 4b"	17565
"98780"	99258	"TUBA4"	17565
"98781"	99259	"FLJ13940"	17565
"98782"	99260	"TUBA8"	17566
"98783"	99261	"tubulin alpha 8"	17566
"98784"	99262	"TUBAL2"	17566
"98785"	99263	"CDCBM8"	17566
"98786"	99264	"TUBAL3"	17567
"98787"	99265	"tubulin alpha like 3"	17567
"98788"	99266	"FLJ21665"	17567
"98789"	99267	"TUBB"	17568
"98790"	99268	"tubulin beta class I"	17568
"98791"	99269	"OK/SW-cl.56"	17568
"98792"	99270	"MGC16435"	17568
"98793"	99271	"M40"	17568
"98794"	99272	"Tubb5"	17568
"98795"	99273	"class I beta-tubulin"	17568
"98796"	99274	"beta1-tubulin"	17568
"98797"	99275	"CDCBM6"	17568
"98798"	99276	"CSCSC1"	17568
"98799"	99277	"TUBB1"	17568
"98800"	99278	"TUBB5"	17568
"98801"	99279	"TUBB1"	17569
"98802"	99280	"tubulin beta 1 class VI"	17569
"98803"	99281	"dJ543J19.4"	17569
"98804"	99282	"class VI beta-tubulin"	17569
"98805"	99283	"TUBB2A"	17570
"98806"	99284	"tubulin beta 2A class IIa"	17570
"98807"	99286	"TUBB2"	17570
"98808"	99287	"dJ40E16.7"	17570
"98809"	99288	"class IIa beta-tubulin"	17570
"98810"	99289	"CDCBM5"	17570
"98811"	99290	"TUBB2B"	17571
"98812"	99291	"tubulin beta 2B class IIb"	17571
"98813"	99292	"MGC8685"	17571
"98814"	99293	"DKFZp566F223"	17571
"98815"	99294	"bA506K6.1"	17571
"98816"	99295	"class IIb beta-tubulin"	17571
"98817"	99296	"CDCBM7"	17571
"98818"	99297	"PMGYSA"	17571
"98819"	99298	"TUBB3"	17572
"98820"	99299	"tubulin beta 3 class III"	17572
"98821"	99300	"FEOM3"	17572
"98822"	99301	"beta-4"	17572
"98823"	99302	"CFEOM3"	17572
"98824"	99303	"CFEOM3A"	17572
"98825"	99304	"class III beta-tubulin"	17572
"98826"	99305	"CDCBM"	17572
"98827"	99306	"CDCBM1"	17572
"98828"	99307	"TUBB4"	17572
"98829"	99308	"TUBB4A"	17573
"98830"	99309	"tubulin beta 4A class IVa"	17573
"98831"	99310	"TUBB4"	17573
"98832"	99311	"DYT4"	17573
"98833"	99312	"beta-5"	17573
"98834"	99313	"class IVa beta-tubulin"	17573
"98835"	99314	"TUBB4B"	17574
"98836"	99315	"tubulin beta 4B class IVb"	17574
"98837"	99316	"TUBB2C"	17574
"98838"	99317	"Beta2"	17574
"98839"	99318	"class IVb beta-tubulin"	17574
"98840"	99319	"LCAEOD"	17574
"98841"	99320	"TUBB2"	17574
"98842"	99321	"TUBB6"	17575
"98843"	99322	"tubulin beta 6 class V"	17575
"98844"	99323	"MGC4083"	17575
"98845"	99324	"HsT1601"	17575
"98846"	99325	"tubulin beta MGC4083"	17575
"98847"	99326	"class V beta-tubulin"	17575
"98848"	99327	"FPVEPD"	17575
"98849"	99328	"TUBB-5"	17575
"98850"	99329	"TUBB8"	17576
"98851"	99330	"tubulin beta 8 class VIII"	17576
"98852"	99331	"bA631M21.2"	17576
"98853"	99332	"class VIII beta-tubulin"	17576
"98854"	99333	"OOMD"	17576
"98855"	99334	"OOMD2"	17576
"98856"	99335	"TUBD1"	17577
"98857"	99336	"tubulin delta 1"	17577
"98858"	99337	"FLJ12709"	17577
"98859"	99338	"TUBD"	17577
"98860"	99339	"TUBE1"	17578
"98861"	99340	"tubulin epsilon 1"	17578
"98862"	99341	"dJ142L7.2"	17578
"98863"	99342	"FLJ22589"	17578
"98864"	99344	"TUBG1"	17579
"98865"	99345	"tubulin gamma 1"	17579
"98866"	99346	"TUBG"	17579
"98867"	99347	"TUBGCP1"	17579
"98868"	99348	"CDCBM4"	17579
"98869"	99349	"GCP-1"	17579
"98870"	99350	"TUBG2"	17580
"98871"	99351	"tubulin gamma 2"	17580
"98872"	99352	"TUBGCP2"	17581
"98873"	99353	"tubulin gamma complex associated protein 2"	17581
"98874"	99354	"GCP2"	17581
"98875"	99355	"Spc97p"	17581
"98876"	99356	"SPBC97"	17581
"98877"	99357	"ALP4"	17581
"98878"	99358	"GCP-2"	17581
"98879"	99359	"Grip103"	17581
"98880"	99360	"SPC97"	17581
"98881"	99361	"h103p"	17581
"98882"	99362	"hGCP2"	17581
"98883"	99363	"hSpc97"	17581
"98884"	99364	"TUBGCP3"	17582
"98885"	99365	"tubulin gamma complex associated protein 3"	17582
"98886"	99366	"GCP3"	17582
"98887"	99367	"Spc98p"	17582
"98888"	99368	"SPBC98"	17582
"98889"	99369	"spindle pole body protein"	17582
"98890"	99370	"104p"	17582
"98891"	99371	"ALP6"	17582
"98892"	99372	"Grip104"	17582
"98893"	99373	"Spc98"	17582
"98894"	99374	"TUBGCP4"	17583
"98895"	99375	"tubulin gamma complex associated protein 4"	17583
"98896"	99376	"76P"	17583
"98897"	99377	"FLJ14797"	17583
"98898"	99378	"GCP-4"	17583
"98899"	99379	"GCP4"	17583
"98900"	99380	"Grip76"	17583
"98901"	99381	"MCCRP3"	17583
"98902"	99382	"TUBGCP5"	17584
"98903"	99383	"tubulin gamma complex associated protein 5"	17584
"98904"	99384	"GCP5"	17584
"98905"	99385	"KIAA1899"	17584
"98906"	99386	"gamma-tubulin complex component GCP5"	17584
"98907"	99387	"TUBGCP6"	17585
"98908"	99388	"tubulin gamma complex associated protein 6"	17585
"98909"	99389	"GCP6"	17585
"98910"	99390	"KIAA1669"	17585
"98911"	99391	"DJ402G11.6"	17585
"98912"	99392	"gamma-tubulin complex component 6"	17585
"98913"	99393	"GCP-6"	17585
"98914"	99394	"MCCRP"	17585
"98915"	99395	"MCCRP1"	17585
"98916"	99396	"MCPHCR"	17585
"98917"	99397	"TUFM"	17586
"98918"	99398	"Tu translation elongation factor, mitochondrial"	17586
"98919"	99399	"EFTu"	17586
"98920"	99400	"EF-TuMT"	17586
"98921"	99401	"EFTU"	17586
"98922"	99402	"COXPD4"	17586
"98923"	99403	"P43"	17586
"98924"	99404	"TUFT1"	17587
"98925"	99405	"tuftelin 1"	17587
"98926"	99406	"TULP1"	17588
"98927"	99407	"tubby like protein 1"	17588
"98928"	99408	"RP14"	17588
"98929"	99409	"TUBL1"	17588
"98930"	99410	"LCA15"	17588
"98931"	99411	"TULP2"	17589
"98932"	99412	"tubby like protein 2"	17589
"98933"	99413	"TUBL2"	17589
"98934"	99414	"CT65"	17589
"98935"	99415	"cancer/testis antigen 65"	17589
"98936"	99416	"TULP3"	17590
"98937"	99417	"tubby like protein 3"	17590
"98938"	99418	"TUBL3"	17590
"98939"	99419	"TULP4"	17591
"98940"	99420	"tubby like protein 4"	17591
"98941"	99421	"TUSP"	17591
"98942"	99422	"KIAA1397"	17591
"98943"	99423	"TUSC1"	17592
"98944"	99424	"tumor suppressor candidate 1"	17592
"98945"	99425	"TSG-9"	17592
"98946"	99426	"CCDC89B"	17592
"98947"	99427	"TSG9"	17592
"98948"	99428	"TUSC2"	17593
"98949"	99429	"tumor suppressor 2, mitochondrial calcium regulator"	17593
"98950"	99430	"PDAP2"	17593
"98951"	99431	"FUS1"	17593
"98952"	99433	"C3orf11"	17593
"98953"	99434	"TUSC3"	17594
"98954"	99435	"tumor suppressor candidate 3"	17594
"98955"	99436	"MGC13453"	17594
"98956"	99437	"N33"	17594
"98957"	99438	"OST3A"	17594
"98958"	99439	"MRT7"	17594
