"Name"	"DrugBankID"	"PubChemCompoundID"	"WikipediaID"	"DrugscomLink"	"ChemSpiderID"	"MeshID"	"idterm_descritor"	"term_type_idterm_type"	"term_type_mesh"	"tree"
"5549"	"abacopterin E"	""	"23657295"	NA	NA	NA	"C562211"	5566	7	4	"Anthocyanins"
"5550"	"abacopterin A"	""	"11713085"	NA	NA	NA	"C570980"	5567	7	4	"Anthocyanins"
"5551"	"peonidin 3-O-(2-O-(2-O-(trans-feruloyl)-glucosyl)-6-O-(trans-p-coumaroyl)-glucoside)-5-O-(6-O-(malonyl)-glucoside)"	""	""	NA	NA	NA	"C572811"	5568	7	4	"Anthocyanins"
"5552"	"3-methoxyapigeninidin"	""	""	NA	NA	NA	"C580887"	5569	7	4	"Anthocyanins"
"5553"	"oxovitisin"	""	"101525646"	NA	NA	NA	"C582296"	5570	7	4	"Anthocyanins"
"5554"	"guaiacylcatechinpyrylium"	""	"102358958"	NA	NA	NA	"C582985"	5571	7	4	"Anthocyanins"
"5555"	"syringylcatechinpyrylium"	""	"101362296"	NA	NA	NA	"C582986"	5572	7	4	"Anthocyanins"
"5556"	"peironimev-plus"	""	""	NA	NA	NA	"C582989"	5573	7	4	"Anthocyanins"
"5557"	"7-O-methylpelargonidin-3-O-(6-O-(alpha-rhamnopyranosyl)-beta-galactopyranoside)"	""	""	NA	NA	NA	"C584634"	5574	7	4	"Anthocyanins"
"5558"	"7-O-methylpelargonidin 3-O-(beta-galactopyranoside)"	""	""	NA	NA	NA	"C584635"	5575	7	4	"Anthocyanins"
"5559"	"10-acetyl-pyranopeonidin-3-beta-O-glucoside"	""	""	NA	NA	NA	"C585867"	5576	7	4	"Anthocyanins"
"5560"	"10-acetyl-pyranomalvidin-3-beta-O-glucoside"	""	""	NA	NA	NA	"C585868"	5577	7	4	"Anthocyanins"
"5561"	"alpha-naphthoflavone"	"DB07453"	""	NA	NA	NA	"C011512"	5578	7	4	"Benzoflavones"
"5562"	"9-hydroxy-alpha-naphthoflavone"	""	"132907"	NA	NA	NA	"C036721"	5579	7	4	"Benzoflavones"
"5563"	"alpha-naphthoflavone-5,6-dihydrodiol"	""	"127596"	NA	NA	NA	"C037784"	5580	7	4	"Benzoflavones"
"5564"	"alpha-naphthoflavone-7,8-dihydrodiol"	""	"135155"	NA	NA	NA	"C037785"	5581	7	4	"Benzoflavones"
"5565"	"4'-benzyloxy-3'-methoxy-7,8-benzoflavone"	""	"125493"	NA	NA	NA	"C047095"	5582	7	4	"Benzoflavones"
"5566"	"alpha-naphthoflavone-DNA adduct"	""	""	NA	NA	NA	"C068150"	5583	7	4	"Benzoflavones"
"5567"	"7,8-benzoflavone-5,6-oxide"	""	""	NA	NA	NA	"C092742"	5584	7	4	"Benzoflavones"
"5568"	"2-pyridin-7,6-benzoflavone"	""	"3163532"	NA	NA	NA	"C527579"	5585	7	4	"Benzoflavones"
"5569"	"3',4'-dimethoxy-alpha-naphthoflavone"	""	"276138"	NA	NA	NA	"C557505"	5586	7	4	"Benzoflavones"
"5570"	"myristicyclin A"	""	"86576936"	NA	NA	NA	"C000589871"	5587	7	4	"Catechin"
"5571"	"myristicyclin B"	""	"86576937"	NA	NA	NA	"C000589872"	5588	7	4	"Catechin"
"5572"	"catechin-7-O-xyloside"	""	""	NA	NA	NA	"C000591315"	5589	7	4	"Catechin"
"5573"	"gambiriin D"	""	""	NA	NA	NA	"C000592790"	5590	7	4	"Catechin"
"5574"	"catechin (6'-8)-catechin"	""	""	NA	NA	NA	"C000592791"	5591	7	4	"Catechin"
"5575"	"2-(3,4-dihydroxy-2,5-dimethylphenyl)chroman-3,5,7-triol"	""	""	NA	NA	NA	"C000593992"	5592	7	4	"Catechin"
"5576"	"6,8-dinitrosocatechin"	""	""	NA	NA	NA	"C000601185"	5593	7	4	"Catechin"
"5577"	"theacitrin A"	""	"101938033"	NA	NA	NA	"C000608631"	5594	7	4	"Catechin"
"5578"	"3'-deoxyepicatechin-3-O-beta-D-glucopyranoside"	""	""	NA	NA	NA	"C000611355"	5595	7	4	"Catechin"
"5579"	"3'-deoxycatechin-3-O-alpha-L-rhamnopyranoside"	""	""	NA	NA	NA	"C000611356"	5596	7	4	"Catechin"
"5580"	"dehydrocatechin"	""	""	NA	NA	NA	"C000615579"	5597	7	4	"Catechin"
"5581"	"plicosepalin A"	""	""	NA	NA	NA	"C000615694"	5598	7	4	"Catechin"
"5582"	"epicatechin-3-O-allopyranoside"	""	""	NA	NA	NA	"C000622048"	5599	7	4	"Catechin"
"5583"	"goupiolone A"	""	""	NA	NA	NA	"C000626318"	5600	7	4	"Catechin"
"5584"	"epicatechin-2-sulfonate sodium salt"	""	"23712880"	NA	NA	NA	"C002004"	5601	7	4	"Catechin"
"5585"	"meciadanol"	""	"47610"	NA	NA	NA	"C029339"	5602	7	4	"Catechin"
"5586"	"Eucatex"	""	""	NA	NA	NA	"C029593"	5603	7	4	"Catechin"
"5587"	"3-palmitoylcatechin"	""	"155661"	NA	NA	NA	"C036106"	5604	7	4	"Catechin"
"5588"	"heptyl-3-catechin"	""	"155660"	NA	NA	NA	"C045469"	5605	7	4	"Catechin"
"5589"	"epigallocatechin gallate"	"DB12116"	""	NA	NA	NA	"C045651"	5606	7	4	"Catechin"
"5590"	"gallocatechol"	"DB03823"	""	NA	NA	NA	"C057580"	5607	7	4	"Catechin"
"5591"	"epicatechin gallate"	""	"65056"	NA	NA	NA	"C062669"	5608	7	4	"Catechin"
"5592"	"epigeoside"	""	"131795"	NA	NA	NA	"C076440"	5609	7	4	"Catechin"
"5593"	"SP 303"	""	""	NA	NA	NA	"C080461"	5610	7	4	"Catechin"
"5594"	"epiafzelechin"	""	"443639"	NA	NA	NA	"C120647"	5611	7	4	"Catechin"
"5595"	"procyanidin B5-3'-gallate"	""	""	NA	NA	NA	"C121404"	5612	7	4	"Catechin"
"5596"	"epigallocatechin-(4-8,2-O-7)epicatechin"	""	""	NA	NA	NA	"C406633"	5613	7	4	"Catechin"
"5597"	"catechin gallate"	""	"367141"	NA	NA	NA	"C417939"	5614	7	4	"Catechin"
"5598"	"gallocatechin gallate"	""	"199472"	NA	NA	NA	"C417940"	5615	7	4	"Catechin"
"5599"	"epigallocatechin-3-(3''-O-methyl)gallate"	""	""	NA	NA	NA	"C420224"	5616	7	4	"Catechin"
"5600"	"3'-O-methylepicatechin"	""	"11420256"	NA	NA	NA	"C424450"	5617	7	4	"Catechin"
"5601"	"6-chloroepicatechin"	""	""	NA	NA	NA	"C424890"	5618	7	4	"Catechin"
"5602"	"galactopyranosylepicatechin (2-7,4-8)epicatechin"	""	""	NA	NA	NA	"C425559"	5619	7	4	"Catechin"
"5603"	"gallocatechin-(4-8)-gallocatechin-(4-8)-catechin"	""	""	NA	NA	NA	"C429129"	5620	7	4	"Catechin"
"5604"	"4-(2-aminoethylthio)epicatechin"	""	""	NA	NA	NA	"C439404"	5621	7	4	"Catechin"
"5605"	"4-(2-aminoethylthio)epicatechin 3-O-gallate"	""	""	NA	NA	NA	"C439405"	5622	7	4	"Catechin"
"5606"	"epicatechin sulfate"	""	"129661154"	NA	NA	NA	"C452422"	5623	7	4	"Catechin"
"5607"	"aesculitannin C"	""	"44566946"	NA	NA	NA	"C457102"	5624	7	4	"Catechin"
"5608"	"fisetinidol-(4alpha-8)catechin 3-gallate"	""	""	NA	NA	NA	"C457860"	5625	7	4	"Catechin"
"5609"	"bis-fisetinidol-(4alpha-6,4alpha-8)catechin 3-gallate"	""	""	NA	NA	NA	"C457879"	5626	7	4	"Catechin"
"5610"	"gallocatechin-(4-8)-catechin"	""	""	NA	NA	NA	"C466030"	5627	7	4	"Catechin"
"5611"	"gallocatechin-(4-8)-gallocatechin"	""	""	NA	NA	NA	"C466031"	5628	7	4	"Catechin"
"5612"	"catechin sulfate"	""	""	NA	NA	NA	"C466639"	5629	7	4	"Catechin"
"5613"	"polyphenon E"	""	""	NA	NA	NA	"C472086"	5630	7	4	"Catechin"
"5614"	"3-propionylcatechin"	""	""	NA	NA	NA	"C475262"	5631	7	4	"Catechin"
"5615"	"3,5,7,3',4'-Pentaacetyl catechin"	""	""	NA	NA	NA	"C478044"	5632	7	4	"Catechin"
"5616"	"3'-O-methylcatechin"	""	"14332899"	NA	NA	NA	"C480347"	5633	7	4	"Catechin"
"5617"	"epicatechin-3'-O-glucuronide"	""	""	NA	NA	NA	"C480662"	5634	7	4	"Catechin"
"5618"	"3'-O-cinnamoylprocyanidin A-2"	""	"21593936"	NA	NA	NA	"C494657"	5635	7	4	"Catechin"
"5619"	"3-O-octanoyl-catechin"	""	""	NA	NA	NA	"C499927"	5636	7	4	"Catechin"
"5620"	"SR 13193"	""	""	NA	NA	NA	"C500402"	5637	7	4	"Catechin"
"5621"	"Capsibiol-T"	""	""	NA	NA	NA	"C502158"	5638	7	4	"Catechin"
"5622"	"4-(S-cysteinyl)epicatechin 3-O-gallate"	""	""	NA	NA	NA	"C503917"	5639	7	4	"Catechin"
"5623"	"4-(S-cysteinyl)catechin"	""	""	NA	NA	NA	"C503918"	5640	7	4	"Catechin"
"5624"	"3,3',4,4',7-flavanpentol"	""	"3508976"	NA	NA	NA	"C507397"	5641	7	4	"Catechin"
"5625"	"4',4''-di-O-methyl-EGCG"	""	"23583136"	NA	NA	NA	"C507858"	5642	7	4	"Catechin"
"5626"	"8,8-methylmethine catechin"	""	""	NA	NA	NA	"C508019"	5643	7	4	"Catechin"
"5627"	"ent-epiafzelechin-(4alpha-8)epiafzelechin"	""	""	NA	NA	NA	"C508495"	5644	7	4	"Catechin"
"5628"	"7-O-beta-D-xylopyranosyl-epicatechin"	""	""	NA	NA	NA	"C512465"	5645	7	4	"Catechin"
"5629"	"(4beta-8)-7-O-beta-D-xylopyranosyl-epicatechin"	""	""	NA	NA	NA	"C512467"	5646	7	4	"Catechin"
"5630"	"peracetylated epigallocatechin-3-gallate"	""	""	NA	NA	NA	"C516941"	5647	7	4	"Catechin"
"5631"	"4'-O-methylepigallocatechin"	""	"176920"	NA	NA	NA	"C518873"	5648	7	4	"Catechin"
"5632"	"P183-1"	""	""	NA	NA	NA	"C520670"	5649	7	4	"Catechin"
"5633"	"procyanidin A1"	""	"5089889"	NA	NA	NA	"C520684"	5650	7	4	"Catechin"
"5634"	"dideoxy-epigallocatechin gallate"	""	"16747763"	NA	NA	NA	"C521563"	5651	7	4	"Catechin"
"5635"	"epicatechin-glucuronide"	""	""	NA	NA	NA	"C523149"	5652	7	4	"Catechin"
"5636"	"epigallocatechin gallate 7-O-alpha-D-glucopyranoside"	""	""	NA	NA	NA	"C525530"	5653	7	4	"Catechin"
"5637"	"catiguanin A"	""	"24762915"	NA	NA	NA	"C527018"	5654	7	4	"Catechin"
"5638"	"catiguanin B"	""	"24762916"	NA	NA	NA	"C527019"	5655	7	4	"Catechin"
"5639"	"green tea extract polyphenone E"	""	""	NA	NA	NA	"C527126"	5656	7	4	"Catechin"
"5640"	"3-O-(3-methylgalloyl)catechin"	""	""	NA	NA	NA	"C528665"	5657	7	4	"Catechin"
"5641"	"3-O-(3,4,5-trimethoxybenzoyl)epicatechin"	""	""	NA	NA	NA	"C529447"	5658	7	4	"Catechin"
"5642"	"3-O-galloylepicatechin-4b,8-3-O-galloylcatechin"	""	""	NA	NA	NA	"C531896"	5659	7	4	"Catechin"
"5643"	"Rhodopes"	""	""	NA	NA	NA	"C532536"	5660	7	4	"Catechin"
"5644"	"catechin-(5,6-bc)-4beta-(4''-hydroxyphenyl)-dihydro-2(H)-pyranone"	""	""	NA	NA	NA	"C533534"	5661	7	4	"Catechin"
"5645"	"8-vinylcatechin"	""	"91038563"	NA	NA	NA	"C539562"	5662	7	4	"Catechin"
"5646"	"pyranomalvidin-3-glucoside-catechin"	""	""	NA	NA	NA	"C539563"	5663	7	4	"Catechin"
"5647"	"epicatechin 5-gallate"	""	"70697735"	NA	NA	NA	"C539601"	5664	7	4	"Catechin"
"5648"	"vitisinol D"	""	"11430952"	NA	NA	NA	"C542349"	5665	7	4	"Catechin"
"5649"	"procyanidin A2"	""	""	NA	NA	NA	"C542735"	5666	7	4	"Catechin"
"5650"	"flavocoxid"	""	"75905632"	NA	NA	NA	"C544478"	5667	7	4	"Catechin"
"5651"	"gallocatechin-7-gallate"	""	""	NA	NA	NA	"C544617"	5668	7	4	"Catechin"
"5652"	"pro-F-EGCG2"	""	""	NA	NA	NA	"C548750"	5669	7	4	"Catechin"
"5653"	"pro-F-EGCG4"	""	""	NA	NA	NA	"C548751"	5670	7	4	"Catechin"
"5654"	"parabaroside A"	""	""	NA	NA	NA	"C548758"	5671	7	4	"Catechin"
"5655"	"parabaroside B"	""	""	NA	NA	NA	"C548760"	5672	7	4	"Catechin"
"5656"	"parabaroside C"	""	""	NA	NA	NA	"C548761"	5673	7	4	"Catechin"
"5657"	"dehydrotheasinensin A"	""	""	NA	NA	NA	"C551166"	5674	7	4	"Catechin"
"5658"	"theacitrin C"	""	"101438246"	NA	NA	NA	"C551167"	5675	7	4	"Catechin"
"5659"	"afzelchin-4'-8''-catechin"	""	""	NA	NA	NA	"C554757"	5676	7	4	"Catechin"
"5660"	"2'-cysteinyl-epigallocatechin-3-gallate"	""	""	NA	NA	NA	"C554964"	5677	7	4	"Catechin"
"5661"	"2''-cysteinyl-epigallocatechin-3-gallate"	""	""	NA	NA	NA	"C554965"	5678	7	4	"Catechin"
"5662"	"catechin 7-O-glucopyranoside"	""	""	NA	NA	NA	"C556021"	5679	7	4	"Catechin"
"5663"	"3-O-(3,4,5-trimethoxybenzoyl)catechin"	""	""	NA	NA	NA	"C559677"	5680	7	4	"Catechin"
"5664"	"theabrownin"	""	""	NA	NA	NA	"C569455"	5681	7	4	"Catechin"
"5665"	"pilosanol N"	""	"57333960"	NA	NA	NA	"C572309"	5682	7	4	"Catechin"
"5666"	"catechin-(4alpha-8)-7-O-beta-xylopyranosyl-catechin"	""	""	NA	NA	NA	"C572818"	5683	7	4	"Catechin"
"5667"	"abruslactone A"	""	"44575701"	NA	NA	NA	"C573658"	5684	7	4	"Catechin"
"5668"	"malaferin B"	""	"21676360"	NA	NA	NA	"C576431"	5685	7	4	"Catechin"
"5669"	"malaferin C"	""	"71596193"	NA	NA	NA	"C576432"	5686	7	4	"Catechin"
"5670"	"epigallocatechin-3-O-gallate epigallocatechin dimer"	""	"467315"	NA	NA	NA	"C576796"	5687	7	4	"Catechin"
"5671"	"4'-methylepigallocatechin"	""	""	NA	NA	NA	"C577186"	5688	7	4	"Catechin"
"5672"	"epiafzelechin-3,5-di-O-beta-D-apiofuranoside"	""	""	NA	NA	NA	"C581792"	5689	7	4	"Catechin"
"5673"	"8-C-ascorbyl-epigallocatechin"	""	""	NA	NA	NA	"C583362"	5690	7	4	"Catechin"
"5674"	"obtusastyrene"	""	"5793914"	NA	NA	NA	"C000045"	5691	7	4	"Chalcones"
"5675"	"4'-O-beta-D-glucopyranosyl-3',4-dimethoxychalcone"	""	""	NA	NA	NA	"C000588441"	5692	7	4	"Chalcones"
"5676"	"YK-3-237"	""	"24881094"	NA	NA	NA	"C000588455"	5693	7	4	"Chalcones"
"5677"	"8-(3-(4-(diethylamino)phenyl)acryloyl)-2,2-dimethyl-2H-chromen-5-yl propionate"	""	""	NA	NA	NA	"C000588467"	5694	7	4	"Chalcones"
"5678"	"PS210"	""	""	NA	NA	NA	"C000589383"	5695	7	4	"Chalcones"
"5679"	"trans-2',6'-dihydroxy-4'-O-(4'-acetyl-rhamnoside)-4-methoxychalcone"	""	""	NA	NA	NA	"C000590657"	5696	7	4	"Chalcones"
"5680"	"3-(3,4-dimethoxyphenyl)-1-(5-hydroxy-2,2-dimethyl-2H-chromen-6-yl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000591160"	5697	7	4	"Chalcones"
"5681"	"kamalachalcone E"	""	""	NA	NA	NA	"C000591264"	5698	7	4	"Chalcones"
"5682"	"bijayasaline"	""	""	NA	NA	NA	"C000591515"	5699	7	4	"Chalcones"
"5683"	"1-(5-hydroxy-2,2-dimethyl-2H-chromen-6-yl)-3-(2,3,4-trimethoxyphenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000591643"	5700	7	4	"Chalcones"
"5684"	"2',4'-dihydroxy-3,4,5-trimethoxychalcone"	""	""	NA	NA	NA	"C000591956"	5701	7	4	"Chalcones"
"5685"	"ONO4140"	""	""	NA	NA	NA	"C000592163"	5702	7	4	"Chalcones"
"5686"	"fleminchalcone C"	""	"73669806"	NA	NA	NA	"C000592631"	5703	7	4	"Chalcones"
"5687"	"6'-O-rhamnosyl-(1''-6')-glucopyranosylasebogenin"	""	""	NA	NA	NA	"C000592721"	5704	7	4	"Chalcones"
"5688"	"2,6-dihydroxy-4-Isopentenyloxychalcone"	""	""	NA	NA	NA	"C000593046"	5705	7	4	"Chalcones"
"5689"	"3-(4-(dimethylamino)phenyl)-1-(4-((3-iodoallyl)oxy)phenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000593356"	5706	7	4	"Chalcones"
"5690"	"ethyl 8-sec-butyl-2-oxo-6-(3-oxo-3-p-tolylprop-1-enyl)-2H-chromene-3-carboxylate"	""	""	NA	NA	NA	"C000593365"	5707	7	4	"Chalcones"
"5691"	"derrischalcone"	""	"102360080"	NA	NA	NA	"C000593755"	5708	7	4	"Chalcones"
"5692"	"2'-hydroxy-2,4,4',5,6'-pentamethylchalcone"	""	"5951499"	NA	NA	NA	"C000594178"	5709	7	4	"Chalcones"
"5693"	"alpha-bromo-2',3,4,4'-tetramethoxychalcone"	""	""	NA	NA	NA	"C000594477"	5710	7	4	"Chalcones"
"5694"	"flemingin G"	""	""	NA	NA	NA	"C000594570"	5711	7	4	"Chalcones"
"5695"	"flemingin H"	""	""	NA	NA	NA	"C000594571"	5712	7	4	"Chalcones"
"5696"	"xanthohumol M"	""	"122363514"	NA	NA	NA	"C000595228"	5713	7	4	"Chalcones"
"5697"	"rhodomyrtosone E"	""	""	NA	NA	NA	"C000595510"	5714	7	4	"Chalcones"
"5698"	"2-(3-(4-chlorophenyl)-1-(2-(4-chlorophenylthio)phenyl)-3-oxopropylthio)acetic acid"	""	""	NA	NA	NA	"C000595512"	5715	7	4	"Chalcones"
"5699"	"1,3-bis-(2-hydroxy-phenyl)-propenone"	""	""	NA	NA	NA	"C000595693"	5716	7	4	"Chalcones"
"5700"	"4-methyl-2-(5-(4-(3-(naphthalen-2-yl)-3-oxoprop-1-en-1-yl)benzylidene)-4-oxo-2-thioxothiazolidin-3-yl)pentanoic acid"	""	""	NA	NA	NA	"C000595854"	5717	7	4	"Chalcones"
"5701"	"4'-hydroxy-2',6'-dimethoxychalcone"	""	"71597852"	NA	NA	NA	"C000596251"	5718	7	4	"Chalcones"
"5702"	"1-(4-methylphenyl)-3-(2,3-dihydroxyphenyl)-2-propenone"	""	""	NA	NA	NA	"C000596546"	5719	7	4	"Chalcones"
"5703"	"4,3',4',5'- tetramethoxychalcone"	""	""	NA	NA	NA	"C000597913"	5720	7	4	"Chalcones"
"5704"	"hydroxysafflor yellow C"	""	"101904831"	NA	NA	NA	"C000598178"	5721	7	4	"Chalcones"
"5705"	"polyanthumin"	""	""	NA	NA	NA	"C000598654"	5722	7	4	"Chalcones"
"5706"	"3,2',3'-trihydroxy-4'-methoxychalcone"	""	""	NA	NA	NA	"C000598742"	5723	7	4	"Chalcones"
"5707"	"3,2'-dihydroxy-4',6'-dimethoxychalcone"	""	""	NA	NA	NA	"C000598743"	5724	7	4	"Chalcones"
"5708"	"1-phenyl-3-(4-chlorophenyl)-2-propen-1-one"	""	""	NA	NA	NA	"C000599124"	5725	7	4	"Chalcones"
"5709"	"3-(7-methyl-2-(4-methylbenzoyl)benzofuran-5-yl)-1-phenylprop-2-en-1-one"	""	""	NA	NA	NA	"C000599659"	5726	7	4	"Chalcones"
"5710"	"3-(2-benzoyl-7-methylbenzofuran-5-yl)-1-phenylprop-2-en-1-one"	""	""	NA	NA	NA	"C000599660"	5727	7	4	"Chalcones"
"5711"	"licochalcone C"	""	"9840805"	NA	NA	NA	"C000600260"	5728	7	4	"Chalcones"
"5712"	"TSWU-CD4 compound"	""	""	NA	NA	NA	"C000600957"	5729	7	4	"Chalcones"
"5713"	"2'-hydroxy-4-methylsulfonylchalcone"	""	""	NA	NA	NA	"C000601196"	5730	7	4	"Chalcones"
"5714"	"4'-chloro-2'-hydroxy-4-methylsulfonylchalcone"	""	""	NA	NA	NA	"C000601197"	5731	7	4	"Chalcones"
"5715"	"poinsettifolin B"	""	"11798732"	NA	NA	NA	"C000601575"	5732	7	4	"Chalcones"
"5716"	"3-(3,5-dimethoxyphenyl)-1-(2-methoxyphenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000601997"	5733	7	4	"Chalcones"
"5717"	"3-(3-amino-4-methoxyphenyl)-1-(5-methoxy-2,2-dimethyl-2H-chromen- 8-yl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000602091"	5734	7	4	"Chalcones"
"5718"	"galanganone A"	""	""	NA	NA	NA	"C000602471"	5735	7	4	"Chalcones"
"5719"	"galanganone B"	""	""	NA	NA	NA	"C000602472"	5736	7	4	"Chalcones"
"5720"	"galanganone C"	""	""	NA	NA	NA	"C000602473"	5737	7	4	"Chalcones"
"5721"	"chalcoplatin"	""	""	NA	NA	NA	"C000603498"	5738	7	4	"Chalcones"
"5722"	"neocassumunarin A"	""	""	NA	NA	NA	"C000603601"	5739	7	4	"Chalcones"
"5723"	"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000603962"	5740	7	4	"Chalcones"
"5724"	"derricin"	""	"6052009"	NA	NA	NA	"C000604275"	5741	7	4	"Chalcones"
"5725"	"filiferol"	""	""	NA	NA	NA	"C000606010"	5742	7	4	"Chalcones"
"5726"	"kamalachalcone A"	""	""	NA	NA	NA	"C000606269"	5743	7	4	"Chalcones"
"5727"	"1-(4-hydroxyphenyl)-3-m-tolylpropenone"	""	""	NA	NA	NA	"C000606713"	5744	7	4	"Chalcones"
"5728"	"2'-hydroxy-2-methoxy-4'-O-((E)-3,7-dimethyl-2,6-octadienyl)chalcone"	""	""	NA	NA	NA	"C000606895"	5745	7	4	"Chalcones"
"5729"	"SL4 compound"	""	""	NA	NA	NA	"C000607035"	5746	7	4	"Chalcones"
"5730"	"quinolinyl-thienyl chalcone"	""	""	NA	NA	NA	"C000607214"	5747	7	4	"Chalcones"
"5731"	"4-fluoro-3',4',5'-trimethoxychalcone"	""	""	NA	NA	NA	"C000607745"	5748	7	4	"Chalcones"
"5732"	"3-(4-(dimethylamino)phenyl)-1-(4'-fluoro(1,1'-biphenyl)-2-yl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000607804"	5749	7	4	"Chalcones"
"5733"	"xinjiachalcone A"	""	"10871473"	NA	NA	NA	"C000608131"	5750	7	4	"Chalcones"
"5734"	"methylenebisisoliquiritigenin"	""	""	NA	NA	NA	"C000608589"	5751	7	4	"Chalcones"
"5735"	"3',4',5',4''-tetramethoxychalcone"	""	""	NA	NA	NA	"C000608590"	5752	7	4	"Chalcones"
"5736"	"alpha-(4-methoxyphenyl)-2',3,4,4'-tetramethoxychalcone"	""	""	NA	NA	NA	"C000608611"	5753	7	4	"Chalcones"
"5737"	"2'-hydroxy-2,3,5'-trimethoxychalcone"	""	"5992497"	NA	NA	NA	"C000608811"	5754	7	4	"Chalcones"
"5738"	"flavokawain C"	""	"6293081"	NA	NA	NA	"C000609150"	5755	7	4	"Chalcones"
"5739"	"2',4'-dimethoxychalcone"	""	"5837330"	NA	NA	NA	"C000609188"	5756	7	4	"Chalcones"
"5740"	"humudifucol"	""	""	NA	NA	NA	"C000610216"	5757	7	4	"Chalcones"
"5741"	"1-(4-bromophenyl)-3-(napthalen-2-yl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000610505"	5758	7	4	"Chalcones"
"5742"	"1,3-diphenyl-3-(piperidin-1-yl)propan-1-one"	""	"219163"	NA	NA	NA	"C000611208"	5759	7	4	"Chalcones"
"5743"	"interruptin B"	""	"10000915"	NA	NA	NA	"C000613075"	5760	7	4	"Chalcones"
"5744"	"pyrazolylchalcone"	""	""	NA	NA	NA	"C000613925"	5761	7	4	"Chalcones"
"5745"	"lophirone B"	""	""	NA	NA	NA	"C000613963"	5762	7	4	"Chalcones"
"5746"	"lophirone C"	""	""	NA	NA	NA	"C000613964"	5763	7	4	"Chalcones"
"5747"	"3-(3,4-dihydroxy-2-methoxyphenyl)-1-(2,4-dihydroxyphenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000614159"	5764	7	4	"Chalcones"
"5748"	"uvarin B"	""	""	NA	NA	NA	"C000614556"	5765	7	4	"Chalcones"
"5749"	"uvarin C"	""	""	NA	NA	NA	"C000614557"	5766	7	4	"Chalcones"
"5750"	"dependensin"	""	"23583983"	NA	NA	NA	"C000614558"	5767	7	4	"Chalcones"
"5751"	"3-(3-((1-(4-fluorobenzyl)-1H-1,2,3-triazol-4-yl)methoxy)-4-methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000615607"	5768	7	4	"Chalcones"
"5752"	"SN158 compound"	""	""	NA	NA	NA	"C000617643"	5769	7	4	"Chalcones"
"5753"	"(E)-1-(2-hydroxyphenyl)-3-(2-methoxynaphthalen-1-yl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000619667"	5770	7	4	"Chalcones"
"5754"	"lonchocarpine"	""	""	NA	NA	NA	"C000620431"	5771	7	4	"Chalcones"
"5755"	"2',6'-dihydroxy-4'-methoxy-3'-methylchalcone"	""	""	NA	NA	NA	"C000620759"	5772	7	4	"Chalcones"
"5756"	"paratocarpin E"	""	""	NA	NA	NA	"C000620935"	5773	7	4	"Chalcones"
"5757"	"alpha-trifluoromethyl-2',3,4,4'-tetramethoxychalcone"	""	""	NA	NA	NA	"C000621074"	5774	7	4	"Chalcones"
"5758"	"1-(4-chlorophenyl)-3-(4-nitrophenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000621091"	5775	7	4	"Chalcones"
"5759"	"Isoliquiritigenin phosphate ammonium salt"	""	""	NA	NA	NA	"C000621493"	5776	7	4	"Chalcones"
"5760"	"(E)-2,3-dimethoxy-3',4'-dihydroxychalcone"	""	""	NA	NA	NA	"C000621699"	5777	7	4	"Chalcones"
"5761"	"3-hydroxy-3',4,4',5'-tetramethoxychalcone"	""	""	NA	NA	NA	"C000621985"	5778	7	4	"Chalcones"
"5762"	"1-(2-hydroxyphenyl)-3-(4-methylphenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C000622112"	5779	7	4	"Chalcones"
"5763"	"3-(3-azidophenyl)-1-(3,5-dimethoxy-4-(prop-2-yn-1-yloxy)phenyl)-2-methylprop-2-en-1-one"	""	""	NA	NA	NA	"C000622557"	5780	7	4	"Chalcones"
"5764"	"FLA-16 compound"	""	""	NA	NA	NA	"C000622813"	5781	7	4	"Chalcones"
"5765"	"TUB091"	""	""	NA	NA	NA	"C000623111"	5782	7	4	"Chalcones"
"5766"	"TUB099"	""	""	NA	NA	NA	"C000623112"	5783	7	4	"Chalcones"
"5767"	"echinatin"	""	""	NA	NA	NA	"C000623341"	5784	7	4	"Chalcones"
"5768"	"emblirol A"	""	""	NA	NA	NA	"C000624339"	5785	7	4	"Chalcones"
"5769"	"emblirol B"	""	""	NA	NA	NA	"C000624340"	5786	7	4	"Chalcones"
"5770"	"1-(2,5-dimethoxyphenyl)-3-(1-naphthyl)-2-propene-1-one"	""	""	NA	NA	NA	"C000625738"	5787	7	4	"Chalcones"
"5771"	"2,3-dimethoxy-4'-ethoxychalcone"	""	""	NA	NA	NA	"C000625884"	5788	7	4	"Chalcones"
